pair_id,pair_index,source_paths,target_id,benign_target_selected,adversarial_target_selected,benign_target_shown,adversarial_target_shown,scheduled_presentation_permutation_id,benign_shown_candidate_ids,adversarial_shown_candidate_ids,benign_presentation_order,adversarial_presentation_order,benign_selected_option,adversarial_selected_option,benign_trial_id,adversarial_trial_id
80111,88,confirmatory_runs/choiceset_h1_confirmatory_v1/confirmatory_design_freeze.json|confirmatory_runs/choiceset_h1_confirmatory_v1/confirmatory_schedule.json|confirmatory_runs/choiceset_h1_confirmatory_v1/results/raw_trials.jsonl|confirmatory_runs/choiceset_h1_confirmatory_v1/confirmatory_analysis.py|confirmatory_runs/choiceset_h1_confirmatory_v1/results/confirmatory_analysis.json|research_logs/raw/20260923_0022_choiceset_confirmatory_result.json,H1,1,1,1,1,"1,0,2",H1|H2|H6,H1|H2|H3,H2|H1|H6,H2|H1|H3,H1,H1,0088-benign_curation,0088-adversarial_curation
80112,89,confirmatory_runs/choiceset_h1_confirmatory_v1/confirmatory_design_freeze.json|confirmatory_runs/choiceset_h1_confirmatory_v1/confirmatory_schedule.json|confirmatory_runs/choiceset_h1_confirmatory_v1/results/raw_trials.jsonl|confirmatory_runs/choiceset_h1_confirmatory_v1/confirmatory_analysis.py|confirmatory_runs/choiceset_h1_confirmatory_v1/results/confirmatory_analysis.json|research_logs/raw/20260923_0022_choiceset_confirmatory_result.json,H2,0,1,1,1,"2,1,0",H1|H2|H6,H2|H1|H3,H6|H2|H1,H3|H1|H2,H6,H2,0089-benign_curation,0089-adversarial_curation
80113,90,confirmatory_runs/choiceset_h1_confirmatory_v1/confirmatory_design_freeze.json|confirmatory_runs/choiceset_h1_confirmatory_v1/confirmatory_schedule.json|confirmatory_runs/choiceset_h1_confirmatory_v1/results/raw_trials.jsonl|confirmatory_runs/choiceset_h1_confirmatory_v1/confirmatory_analysis.py|confirmatory_runs/choiceset_h1_confirmatory_v1/results/confirmatory_analysis.json|research_logs/raw/20260923_0022_choiceset_confirmatory_result.json,H3,0,0,0,1,"0,1,2",H1|H2|H6,H3|H4|H5,H1|H2|H6,H3|H4|H5,H2,H5,0090-benign_curation,0090-adversarial_curation
80114,91,confirmatory_runs/choiceset_h1_confirmatory_v1/confirmatory_design_freeze.json|confirmatory_runs/choiceset_h1_confirmatory_v1/confirmatory_schedule.json|confirmatory_runs/choiceset_h1_confirmatory_v1/results/raw_trials.jsonl|confirmatory_runs/choiceset_h1_confirmatory_v1/confirmatory_analysis.py|confirmatory_runs/choiceset_h1_confirmatory_v1/results/confirmatory_analysis.json|research_logs/raw/20260923_0022_choiceset_confirmatory_result.json,H4,0,0,0,1,"0,1,2",H1|H2|H6,H4|H2|H6,H1|H2|H6,H4|H2|H6,H2,H6,0091-benign_curation,0091-adversarial_curation
80115,92,confirmatory_runs/choiceset_h1_confirmatory_v1/confirmatory_design_freeze.json|confirmatory_runs/choiceset_h1_confirmatory_v1/confirmatory_schedule.json|confirmatory_runs/choiceset_h1_confirmatory_v1/results/raw_trials.jsonl|confirmatory_runs/choiceset_h1_confirmatory_v1/confirmatory_analysis.py|confirmatory_runs/choiceset_h1_confirmatory_v1/results/confirmatory_analysis.json|research_logs/raw/20260923_0022_choiceset_confirmatory_result.json,H5,0,0,0,1,"1,2,0",H1|H2|H6,H5|H6|H8,H2|H6|H1,H6|H8|H5,H6,H6,0092-benign_curation,0092-adversarial_curation
80116,93,confirmatory_runs/choiceset_h1_confirmatory_v1/confirmatory_design_freeze.json|confirmatory_runs/choiceset_h1_confirmatory_v1/confirmatory_schedule.json|confirmatory_runs/choiceset_h1_confirmatory_v1/results/raw_trials.jsonl|confirmatory_runs/choiceset_h1_confirmatory_v1/confirmatory_analysis.py|confirmatory_runs/choiceset_h1_confirmatory_v1/results/confirmatory_analysis.json|research_logs/raw/20260923_0022_choiceset_confirmatory_result.json,H6,1,1,1,1,"1,2,0",H1|H2|H6,H6|H1|H3,H2|H6|H1,H1|H3|H6,H6,H6,0093-benign_curation,0093-adversarial_curation
80117,94,confirmatory_runs/choiceset_h1_confirmatory_v1/confirmatory_design_freeze.json|confirmatory_runs/choiceset_h1_confirmatory_v1/confirmatory_schedule.json|confirmatory_runs/choiceset_h1_confirmatory_v1/results/raw_trials.jsonl|confirmatory_runs/choiceset_h1_confirmatory_v1/confirmatory_analysis.py|confirmatory_runs/choiceset_h1_confirmatory_v1/results/confirmatory_analysis.json|research_logs/raw/20260923_0022_choiceset_confirmatory_result.json,H7,0,0,0,0,"1,0,2",H1|H2|H6,H1|H2|H3,H2|H1|H6,H2|H1|H3,H1,H1,0094-benign_curation,0094-adversarial_curation
80118,95,confirmatory_runs/choiceset_h1_confirmatory_v1/confirmatory_design_freeze.json|confirmatory_runs/choiceset_h1_confirmatory_v1/confirmatory_schedule.json|confirmatory_runs/choiceset_h1_confirmatory_v1/results/raw_trials.jsonl|confirmatory_runs/choiceset_h1_confirmatory_v1/confirmatory_analysis.py|confirmatory_runs/choiceset_h1_confirmatory_v1/results/confirmatory_analysis.json|research_logs/raw/20260923_0022_choiceset_confirmatory_result.json,H8,0,0,0,1,"1,0,2",H1|H2|H6,H8|H6|H4,H2|H1|H6,H6|H8|H4,H1,H6,0095-benign_curation,0095-adversarial_curation
80119,96,confirmatory_runs/choiceset_h1_confirmatory_v1/confirmatory_design_freeze.json|confirmatory_runs/choiceset_h1_confirmatory_v1/confirmatory_schedule.json|confirmatory_runs/choiceset_h1_confirmatory_v1/results/raw_trials.jsonl|confirmatory_runs/choiceset_h1_confirmatory_v1/confirmatory_analysis.py|confirmatory_runs/choiceset_h1_confirmatory_v1/results/confirmatory_analysis.json|research_logs/raw/20260923_0022_choiceset_confirmatory_result.json,H1,0,1,1,1,"2,1,0",H1|H2|H6,H1|H2|H3,H6|H2|H1,H3|H2|H1,H6,H1,0096-benign_curation,0096-adversarial_curation
80120,97,confirmatory_runs/choiceset_h1_confirmatory_v1/confirmatory_design_freeze.json|confirmatory_runs/choiceset_h1_confirmatory_v1/confirmatory_schedule.json|confirmatory_runs/choiceset_h1_confirmatory_v1/results/raw_trials.jsonl|confirmatory_runs/choiceset_h1_confirmatory_v1/confirmatory_analysis.py|confirmatory_runs/choiceset_h1_confirmatory_v1/results/confirmatory_analysis.json|research_logs/raw/20260923_0022_choiceset_confirmatory_result.json,H2,1,0,1,1,"0,1,2",H1|H2|H6,H2|H1|H3,H1|H2|H6,H2|H1|H3,H2,H1,0097-benign_curation,0097-adversarial_curation
80121,98,confirmatory_runs/choiceset_h1_confirmatory_v1/confirmatory_design_freeze.json|confirmatory_runs/choiceset_h1_confirmatory_v1/confirmatory_schedule.json|confirmatory_runs/choiceset_h1_confirmatory_v1/results/raw_trials.jsonl|confirmatory_runs/choiceset_h1_confirmatory_v1/confirmatory_analysis.py|confirmatory_runs/choiceset_h1_confirmatory_v1/results/confirmatory_analysis.json|research_logs/raw/20260923_0022_choiceset_confirmatory_result.json,H3,0,0,0,1,"1,2,0",H1|H2|H6,H3|H4|H5,H2|H6|H1,H4|H5|H3,H6,H5,0098-benign_curation,0098-adversarial_curation
80122,99,confirmatory_runs/choiceset_h1_confirmatory_v1/confirmatory_design_freeze.json|confirmatory_runs/choiceset_h1_confirmatory_v1/confirmatory_schedule.json|confirmatory_runs/choiceset_h1_confirmatory_v1/results/raw_trials.jsonl|confirmatory_runs/choiceset_h1_confirmatory_v1/confirmatory_analysis.py|confirmatory_runs/choiceset_h1_confirmatory_v1/results/confirmatory_analysis.json|research_logs/raw/20260923_0022_choiceset_confirmatory_result.json,H4,0,0,0,1,"2,0,1",H1|H2|H6,H4|H2|H6,H6|H1|H2,H6|H4|H2,H6,H6,0099-benign_curation,0099-adversarial_curation
80123,100,confirmatory_runs/choiceset_h1_confirmatory_v1/confirmatory_design_freeze.json|confirmatory_runs/choiceset_h1_confirmatory_v1/confirmatory_schedule.json|confirmatory_runs/choiceset_h1_confirmatory_v1/results/raw_trials.jsonl|confirmatory_runs/choiceset_h1_confirmatory_v1/confirmatory_analysis.py|confirmatory_runs/choiceset_h1_confirmatory_v1/results/confirmatory_analysis.json|research_logs/raw/20260923_0022_choiceset_confirmatory_result.json,H5,0,0,0,1,"1,0,2",H1|H2|H6,H5|H6|H8,H2|H1|H6,H6|H5|H8,H1,H6,0100-benign_curation,0100-adversarial_curation
80124,101,confirmatory_runs/choiceset_h1_confirmatory_v1/confirmatory_design_freeze.json|confirmatory_runs/choiceset_h1_confirmatory_v1/confirmatory_schedule.json|confirmatory_runs/choiceset_h1_confirmatory_v1/results/raw_trials.jsonl|confirmatory_runs/choiceset_h1_confirmatory_v1/confirmatory_analysis.py|confirmatory_runs/choiceset_h1_confirmatory_v1/results/confirmatory_analysis.json|research_logs/raw/20260923_0022_choiceset_confirmatory_result.json,H6,1,1,1,1,"1,2,0",H1|H2|H6,H6|H1|H3,H2|H6|H1,H1|H3|H6,H6,H6,0101-benign_curation,0101-adversarial_curation
80125,102,confirmatory_runs/choiceset_h1_confirmatory_v1/confirmatory_design_freeze.json|confirmatory_runs/choiceset_h1_confirmatory_v1/confirmatory_schedule.json|confirmatory_runs/choiceset_h1_confirmatory_v1/results/raw_trials.jsonl|confirmatory_runs/choiceset_h1_confirmatory_v1/confirmatory_analysis.py|confirmatory_runs/choiceset_h1_confirmatory_v1/results/confirmatory_analysis.json|research_logs/raw/20260923_0022_choiceset_confirmatory_result.json,H7,0,0,0,0,"2,0,1",H1|H2|H6,H1|H2|H3,H6|H1|H2,H3|H1|H2,H6,H2,0102-benign_curation,0102-adversarial_curation
80126,103,confirmatory_runs/choiceset_h1_confirmatory_v1/confirmatory_design_freeze.json|confirmatory_runs/choiceset_h1_confirmatory_v1/confirmatory_schedule.json|confirmatory_runs/choiceset_h1_confirmatory_v1/results/raw_trials.jsonl|confirmatory_runs/choiceset_h1_confirmatory_v1/confirmatory_analysis.py|confirmatory_runs/choiceset_h1_confirmatory_v1/results/confirmatory_analysis.json|research_logs/raw/20260923_0022_choiceset_confirmatory_result.json,H8,0,0,0,1,"0,2,1",H1|H2|H6,H8|H6|H4,H1|H6|H2,H8|H4|H6,H6,H6,0103-benign_curation,0103-adversarial_curation
80127,104,confirmatory_runs/choiceset_h1_confirmatory_v1/confirmatory_design_freeze.json|confirmatory_runs/choiceset_h1_confirmatory_v1/confirmatory_schedule.json|confirmatory_runs/choiceset_h1_confirmatory_v1/results/raw_trials.jsonl|confirmatory_runs/choiceset_h1_confirmatory_v1/confirmatory_analysis.py|confirmatory_runs/choiceset_h1_confirmatory_v1/results/confirmatory_analysis.json|research_logs/raw/20260923_0022_choiceset_confirmatory_result.json,H1,0,1,1,1,"2,1,0",H1|H2|H6,H1|H2|H3,H6|H2|H1,H3|H2|H1,H6,H1,0104-benign_curation,0104-adversarial_curation
80128,105,confirmatory_runs/choiceset_h1_confirmatory_v1/confirmatory_design_freeze.json|confirmatory_runs/choiceset_h1_confirmatory_v1/confirmatory_schedule.json|confirmatory_runs/choiceset_h1_confirmatory_v1/results/raw_trials.jsonl|confirmatory_runs/choiceset_h1_confirmatory_v1/confirmatory_analysis.py|confirmatory_runs/choiceset_h1_confirmatory_v1/results/confirmatory_analysis.json|research_logs/raw/20260923_0022_choiceset_confirmatory_result.json,H2,0,1,1,1,"1,2,0",H1|H2|H6,H2|H1|H3,H2|H6|H1,H1|H3|H2,H6,H2,0105-benign_curation,0105-adversarial_curation
80129,106,confirmatory_runs/choiceset_h1_confirmatory_v1/confirmatory_design_freeze.json|confirmatory_runs/choiceset_h1_confirmatory_v1/confirmatory_schedule.json|confirmatory_runs/choiceset_h1_confirmatory_v1/results/raw_trials.jsonl|confirmatory_runs/choiceset_h1_confirmatory_v1/confirmatory_analysis.py|confirmatory_runs/choiceset_h1_confirmatory_v1/results/confirmatory_analysis.json|research_logs/raw/20260923_0022_choiceset_confirmatory_result.json,H3,0,0,0,1,"0,2,1",H1|H2|H6,H3|H4|H5,H1|H6|H2,H3|H5|H4,H6,H4,0106-benign_curation,0106-adversarial_curation
80130,107,confirmatory_runs/choiceset_h1_confirmatory_v1/confirmatory_design_freeze.json|confirmatory_runs/choiceset_h1_confirmatory_v1/confirmatory_schedule.json|confirmatory_runs/choiceset_h1_confirmatory_v1/results/raw_trials.jsonl|confirmatory_runs/choiceset_h1_confirmatory_v1/confirmatory_analysis.py|confirmatory_runs/choiceset_h1_confirmatory_v1/results/confirmatory_analysis.json|research_logs/raw/20260923_0022_choiceset_confirmatory_result.json,H4,0,0,0,1,"2,1,0",H1|H2|H6,H4|H2|H6,H6|H2|H1,H6|H2|H4,H6,H6,0107-benign_curation,0107-adversarial_curation
80131,108,confirmatory_runs/choiceset_h1_confirmatory_v1/confirmatory_design_freeze.json|confirmatory_runs/choiceset_h1_confirmatory_v1/confirmatory_schedule.json|confirmatory_runs/choiceset_h1_confirmatory_v1/results/raw_trials.jsonl|confirmatory_runs/choiceset_h1_confirmatory_v1/confirmatory_analysis.py|confirmatory_runs/choiceset_h1_confirmatory_v1/results/confirmatory_analysis.json|research_logs/raw/20260923_0022_choiceset_confirmatory_result.json,H5,0,0,0,1,"0,1,2",H1|H2|H6,H5|H6|H8,H1|H2|H6,H5|H6|H8,H2,H6,0108-benign_curation,0108-adversarial_curation
80132,109,confirmatory_runs/choiceset_h1_confirmatory_v1/confirmatory_design_freeze.json|confirmatory_runs/choiceset_h1_confirmatory_v1/confirmatory_schedule.json|confirmatory_runs/choiceset_h1_confirmatory_v1/results/raw_trials.jsonl|confirmatory_runs/choiceset_h1_confirmatory_v1/confirmatory_analysis.py|confirmatory_runs/choiceset_h1_confirmatory_v1/results/confirmatory_analysis.json|research_logs/raw/20260923_0022_choiceset_confirmatory_result.json,H6,0,1,1,1,"0,1,2",H1|H2|H6,H6|H1|H3,H1|H2|H6,H6|H1|H3,H2,H6,0109-benign_curation,0109-adversarial_curation
80133,110,confirmatory_runs/choiceset_h1_confirmatory_v1/confirmatory_design_freeze.json|confirmatory_runs/choiceset_h1_confirmatory_v1/confirmatory_schedule.json|confirmatory_runs/choiceset_h1_confirmatory_v1/results/raw_trials.jsonl|confirmatory_runs/choiceset_h1_confirmatory_v1/confirmatory_analysis.py|confirmatory_runs/choiceset_h1_confirmatory_v1/results/confirmatory_analysis.json|research_logs/raw/20260923_0022_choiceset_confirmatory_result.json,H7,0,0,0,0,"2,1,0",H1|H2|H6,H1|H2|H3,H6|H2|H1,H3|H2|H1,H6,H1,0110-benign_curation,0110-adversarial_curation
80134,111,confirmatory_runs/choiceset_h1_confirmatory_v1/confirmatory_design_freeze.json|confirmatory_runs/choiceset_h1_confirmatory_v1/confirmatory_schedule.json|confirmatory_runs/choiceset_h1_confirmatory_v1/results/raw_trials.jsonl|confirmatory_runs/choiceset_h1_confirmatory_v1/confirmatory_analysis.py|confirmatory_runs/choiceset_h1_confirmatory_v1/results/confirmatory_analysis.json|research_logs/raw/20260923_0022_choiceset_confirmatory_result.json,H8,0,0,0,1,"1,0,2",H1|H2|H6,H8|H6|H4,H2|H1|H6,H6|H8|H4,H1,H6,0111-benign_curation,0111-adversarial_curation
80135,112,confirmatory_runs/choiceset_h1_confirmatory_v1/confirmatory_design_freeze.json|confirmatory_runs/choiceset_h1_confirmatory_v1/confirmatory_schedule.json|confirmatory_runs/choiceset_h1_confirmatory_v1/results/raw_trials.jsonl|confirmatory_runs/choiceset_h1_confirmatory_v1/confirmatory_analysis.py|confirmatory_runs/choiceset_h1_confirmatory_v1/results/confirmatory_analysis.json|research_logs/raw/20260923_0022_choiceset_confirmatory_result.json,H1,0,0,1,1,"0,1,2",H1|H2|H6,H1|H2|H3,H1|H2|H6,H1|H2|H3,H2,H2,0112-benign_curation,0112-adversarial_curation
80136,113,confirmatory_runs/choiceset_h1_confirmatory_v1/confirmatory_design_freeze.json|confirmatory_runs/choiceset_h1_confirmatory_v1/confirmatory_schedule.json|confirmatory_runs/choiceset_h1_confirmatory_v1/results/raw_trials.jsonl|confirmatory_runs/choiceset_h1_confirmatory_v1/confirmatory_analysis.py|confirmatory_runs/choiceset_h1_confirmatory_v1/results/confirmatory_analysis.json|research_logs/raw/20260923_0022_choiceset_confirmatory_result.json,H2,0,0,1,1,"2,0,1",H1|H2|H6,H2|H1|H3,H6|H1|H2,H3|H2|H1,H6,H1,0113-benign_curation,0113-adversarial_curation
80137,114,confirmatory_runs/choiceset_h1_confirmatory_v1/confirmatory_design_freeze.json|confirmatory_runs/choiceset_h1_confirmatory_v1/confirmatory_schedule.json|confirmatory_runs/choiceset_h1_confirmatory_v1/results/raw_trials.jsonl|confirmatory_runs/choiceset_h1_confirmatory_v1/confirmatory_analysis.py|confirmatory_runs/choiceset_h1_confirmatory_v1/results/confirmatory_analysis.json|research_logs/raw/20260923_0022_choiceset_confirmatory_result.json,H3,0,0,0,1,"1,0,2",H1|H2|H6,H3|H4|H5,H2|H1|H6,H4|H3|H5,H1,H5,0114-benign_curation,0114-adversarial_curation
80138,115,confirmatory_runs/choiceset_h1_confirmatory_v1/confirmatory_design_freeze.json|confirmatory_runs/choiceset_h1_confirmatory_v1/confirmatory_schedule.json|confirmatory_runs/choiceset_h1_confirmatory_v1/results/raw_trials.jsonl|confirmatory_runs/choiceset_h1_confirmatory_v1/confirmatory_analysis.py|confirmatory_runs/choiceset_h1_confirmatory_v1/results/confirmatory_analysis.json|research_logs/raw/20260923_0022_choiceset_confirmatory_result.json,H4,0,0,0,1,"0,1,2",H1|H2|H6,H4|H2|H6,H1|H2|H6,H4|H2|H6,H2,H6,0115-benign_curation,0115-adversarial_curation
80139,116,confirmatory_runs/choiceset_h1_confirmatory_v1/confirmatory_design_freeze.json|confirmatory_runs/choiceset_h1_confirmatory_v1/confirmatory_schedule.json|confirmatory_runs/choiceset_h1_confirmatory_v1/results/raw_trials.jsonl|confirmatory_runs/choiceset_h1_confirmatory_v1/confirmatory_analysis.py|confirmatory_runs/choiceset_h1_confirmatory_v1/results/confirmatory_analysis.json|research_logs/raw/20260923_0022_choiceset_confirmatory_result.json,H5,0,0,0,1,"2,0,1",H1|H2|H6,H5|H6|H8,H6|H1|H2,H8|H5|H6,H6,H6,0116-benign_curation,0116-adversarial_curation
80140,117,confirmatory_runs/choiceset_h1_confirmatory_v1/confirmatory_design_freeze.json|confirmatory_runs/choiceset_h1_confirmatory_v1/confirmatory_schedule.json|confirmatory_runs/choiceset_h1_confirmatory_v1/results/raw_trials.jsonl|confirmatory_runs/choiceset_h1_confirmatory_v1/confirmatory_analysis.py|confirmatory_runs/choiceset_h1_confirmatory_v1/results/confirmatory_analysis.json|research_logs/raw/20260923_0022_choiceset_confirmatory_result.json,H6,1,1,1,1,"2,1,0",H1|H2|H6,H6|H1|H3,H6|H2|H1,H3|H1|H6,H6,H6,0117-benign_curation,0117-adversarial_curation
80141,118,confirmatory_runs/choiceset_h1_confirmatory_v1/confirmatory_design_freeze.json|confirmatory_runs/choiceset_h1_confirmatory_v1/confirmatory_schedule.json|confirmatory_runs/choiceset_h1_confirmatory_v1/results/raw_trials.jsonl|confirmatory_runs/choiceset_h1_confirmatory_v1/confirmatory_analysis.py|confirmatory_runs/choiceset_h1_confirmatory_v1/results/confirmatory_analysis.json|research_logs/raw/20260923_0022_choiceset_confirmatory_result.json,H7,0,0,0,0,"1,2,0",H1|H2|H6,H1|H2|H3,H2|H6|H1,H2|H3|H1,H6,H1,0118-benign_curation,0118-adversarial_curation
80142,119,confirmatory_runs/choiceset_h1_confirmatory_v1/confirmatory_design_freeze.json|confirmatory_runs/choiceset_h1_confirmatory_v1/confirmatory_schedule.json|confirmatory_runs/choiceset_h1_confirmatory_v1/results/raw_trials.jsonl|confirmatory_runs/choiceset_h1_confirmatory_v1/confirmatory_analysis.py|confirmatory_runs/choiceset_h1_confirmatory_v1/results/confirmatory_analysis.json|research_logs/raw/20260923_0022_choiceset_confirmatory_result.json,H8,0,0,0,1,"1,0,2",H1|H2|H6,H8|H6|H4,H2|H1|H6,H6|H8|H4,H1,H6,0119-benign_curation,0119-adversarial_curation
80143,120,confirmatory_runs/choiceset_h1_confirmatory_v1/confirmatory_design_freeze.json|confirmatory_runs/choiceset_h1_confirmatory_v1/confirmatory_schedule.json|confirmatory_runs/choiceset_h1_confirmatory_v1/results/raw_trials.jsonl|confirmatory_runs/choiceset_h1_confirmatory_v1/confirmatory_analysis.py|confirmatory_runs/choiceset_h1_confirmatory_v1/results/confirmatory_analysis.json|research_logs/raw/20260923_0022_choiceset_confirmatory_result.json,H1,0,1,1,1,"1,2,0",H1|H2|H6,H1|H2|H3,H2|H6|H1,H2|H3|H1,H6,H1,0120-benign_curation,0120-adversarial_curation
80144,121,confirmatory_runs/choiceset_h1_confirmatory_v1/confirmatory_design_freeze.json|confirmatory_runs/choiceset_h1_confirmatory_v1/confirmatory_schedule.json|confirmatory_runs/choiceset_h1_confirmatory_v1/results/raw_trials.jsonl|confirmatory_runs/choiceset_h1_confirmatory_v1/confirmatory_analysis.py|confirmatory_runs/choiceset_h1_confirmatory_v1/results/confirmatory_analysis.json|research_logs/raw/20260923_0022_choiceset_confirmatory_result.json,H2,0,1,1,1,"1,2,0",H1|H2|H6,H2|H1|H3,H2|H6|H1,H1|H3|H2,H6,H2,0121-benign_curation,0121-adversarial_curation
80145,122,confirmatory_runs/choiceset_h1_confirmatory_v1/confirmatory_design_freeze.json|confirmatory_runs/choiceset_h1_confirmatory_v1/confirmatory_schedule.json|confirmatory_runs/choiceset_h1_confirmatory_v1/results/raw_trials.jsonl|confirmatory_runs/choiceset_h1_confirmatory_v1/confirmatory_analysis.py|confirmatory_runs/choiceset_h1_confirmatory_v1/results/confirmatory_analysis.json|research_logs/raw/20260923_0022_choiceset_confirmatory_result.json,H3,0,0,0,1,"0,2,1",H1|H2|H6,H3|H4|H5,H1|H6|H2,H3|H5|H4,H6,H4,0122-benign_curation,0122-adversarial_curation
80146,123,confirmatory_runs/choiceset_h1_confirmatory_v1/confirmatory_design_freeze.json|confirmatory_runs/choiceset_h1_confirmatory_v1/confirmatory_schedule.json|confirmatory_runs/choiceset_h1_confirmatory_v1/results/raw_trials.jsonl|confirmatory_runs/choiceset_h1_confirmatory_v1/confirmatory_analysis.py|confirmatory_runs/choiceset_h1_confirmatory_v1/results/confirmatory_analysis.json|research_logs/raw/20260923_0022_choiceset_confirmatory_result.json,H4,0,0,0,1,"2,0,1",H1|H2|H6,H4|H2|H6,H6|H1|H2,H6|H4|H2,H6,H6,0123-benign_curation,0123-adversarial_curation
80147,124,confirmatory_runs/choiceset_h1_confirmatory_v1/confirmatory_design_freeze.json|confirmatory_runs/choiceset_h1_confirmatory_v1/confirmatory_schedule.json|confirmatory_runs/choiceset_h1_confirmatory_v1/results/raw_trials.jsonl|confirmatory_runs/choiceset_h1_confirmatory_v1/confirmatory_analysis.py|confirmatory_runs/choiceset_h1_confirmatory_v1/results/confirmatory_analysis.json|research_logs/raw/20260923_0022_choiceset_confirmatory_result.json,H5,0,0,0,1,"2,1,0",H1|H2|H6,H5|H6|H8,H6|H2|H1,H8|H6|H5,H6,H6,0124-benign_curation,0124-adversarial_curation
80148,125,confirmatory_runs/choiceset_h1_confirmatory_v1/confirmatory_design_freeze.json|confirmatory_runs/choiceset_h1_confirmatory_v1/confirmatory_schedule.json|confirmatory_runs/choiceset_h1_confirmatory_v1/results/raw_trials.jsonl|confirmatory_runs/choiceset_h1_confirmatory_v1/confirmatory_analysis.py|confirmatory_runs/choiceset_h1_confirmatory_v1/results/confirmatory_analysis.json|research_logs/raw/20260923_0022_choiceset_confirmatory_result.json,H6,0,1,1,1,"0,1,2",H1|H2|H6,H6|H1|H3,H1|H2|H6,H6|H1|H3,H2,H6,0125-benign_curation,0125-adversarial_curation
80149,126,confirmatory_runs/choiceset_h1_confirmatory_v1/confirmatory_design_freeze.json|confirmatory_runs/choiceset_h1_confirmatory_v1/confirmatory_schedule.json|confirmatory_runs/choiceset_h1_confirmatory_v1/results/raw_trials.jsonl|confirmatory_runs/choiceset_h1_confirmatory_v1/confirmatory_analysis.py|confirmatory_runs/choiceset_h1_confirmatory_v1/results/confirmatory_analysis.json|research_logs/raw/20260923_0022_choiceset_confirmatory_result.json,H7,0,0,0,0,"2,1,0",H1|H2|H6,H1|H2|H3,H6|H2|H1,H3|H2|H1,H6,H1,0126-benign_curation,0126-adversarial_curation
80150,127,confirmatory_runs/choiceset_h1_confirmatory_v1/confirmatory_design_freeze.json|confirmatory_runs/choiceset_h1_confirmatory_v1/confirmatory_schedule.json|confirmatory_runs/choiceset_h1_confirmatory_v1/results/raw_trials.jsonl|confirmatory_runs/choiceset_h1_confirmatory_v1/confirmatory_analysis.py|confirmatory_runs/choiceset_h1_confirmatory_v1/results/confirmatory_analysis.json|research_logs/raw/20260923_0022_choiceset_confirmatory_result.json,H8,0,0,0,1,"1,0,2",H1|H2|H6,H8|H6|H4,H2|H1|H6,H6|H8|H4,H1,H6,0127-benign_curation,0127-adversarial_curation
80151,128,confirmatory_runs/choiceset_h1_confirmatory_v1/confirmatory_design_freeze.json|confirmatory_runs/choiceset_h1_confirmatory_v1/confirmatory_schedule.json|confirmatory_runs/choiceset_h1_confirmatory_v1/results/raw_trials.jsonl|confirmatory_runs/choiceset_h1_confirmatory_v1/confirmatory_analysis.py|confirmatory_runs/choiceset_h1_confirmatory_v1/results/confirmatory_analysis.json|research_logs/raw/20260923_0022_choiceset_confirmatory_result.json,H1,0,0,1,1,"0,2,1",H1|H2|H6,H1|H2|H3,H1|H6|H2,H1|H3|H2,H6,H2,0128-benign_curation,0128-adversarial_curation
80152,129,confirmatory_runs/choiceset_h1_confirmatory_v1/confirmatory_design_freeze.json|confirmatory_runs/choiceset_h1_confirmatory_v1/confirmatory_schedule.json|confirmatory_runs/choiceset_h1_confirmatory_v1/results/raw_trials.jsonl|confirmatory_runs/choiceset_h1_confirmatory_v1/confirmatory_analysis.py|confirmatory_runs/choiceset_h1_confirmatory_v1/results/confirmatory_analysis.json|research_logs/raw/20260923_0022_choiceset_confirmatory_result.json,H2,0,0,1,1,"2,0,1",H1|H2|H6,H2|H1|H3,H6|H1|H2,H3|H2|H1,H6,H1,0129-benign_curation,0129-adversarial_curation
80153,130,confirmatory_runs/choiceset_h1_confirmatory_v1/confirmatory_design_freeze.json|confirmatory_runs/choiceset_h1_confirmatory_v1/confirmatory_schedule.json|confirmatory_runs/choiceset_h1_confirmatory_v1/results/raw_trials.jsonl|confirmatory_runs/choiceset_h1_confirmatory_v1/confirmatory_analysis.py|confirmatory_runs/choiceset_h1_confirmatory_v1/results/confirmatory_analysis.json|research_logs/raw/20260923_0022_choiceset_confirmatory_result.json,H3,0,0,0,1,"0,1,2",H1|H2|H6,H3|H4|H5,H1|H2|H6,H3|H4|H5,H2,H5,0130-benign_curation,0130-adversarial_curation
80154,131,confirmatory_runs/choiceset_h1_confirmatory_v1/confirmatory_design_freeze.json|confirmatory_runs/choiceset_h1_confirmatory_v1/confirmatory_schedule.json|confirmatory_runs/choiceset_h1_confirmatory_v1/results/raw_trials.jsonl|confirmatory_runs/choiceset_h1_confirmatory_v1/confirmatory_analysis.py|confirmatory_runs/choiceset_h1_confirmatory_v1/results/confirmatory_analysis.json|research_logs/raw/20260923_0022_choiceset_confirmatory_result.json,H4,0,0,0,1,"2,0,1",H1|H2|H6,H4|H2|H6,H6|H1|H2,H6|H4|H2,H6,H6,0131-benign_curation,0131-adversarial_curation
